Year,Species,Population,Region,Conservation Status,Gender Ratio,Habitat Area(km²),Primary Threat,Mortality Rate(%/year),Breeding Pairs,Average Lifespan,Human Settlements(count within 10km)
1979,Indian Rhinoceros,4024,Karnataka,Endangered,88.46,21915.92,Disease,7.66,1042,40,15
1979,One-horned Rhinoceros,2021,Karnataka,Endangered,105.2,25827.36,Climate Change,12.07,768,40,37
1979,One-horned Rhinoceros,547,Uttarakhand,Endangered,104.88,8087.19,Human Conflict,2.6,197,40,16
1979,One-horned Rhinoceros,4095,West Bengal,Critically Endangered,114.33,18609.7,Disease,4.51,1546,40,2
1979,One-horned Rhinoceros,3509,Maharashtra,Critically Endangered,108.64,31429.46,Climate Change,9.59,1319,40,12
1979,One-horned Rhinoceros,4943,Uttarakhand,Endangered,99.15,34374.93,Climate Change,13.99,1442,40,47
1979,One-horned Rhinoceros,5779,Maharashtra,Endangered,84.16,27652.7,Disease,3.1,1852,40,46
1979,One-horned Rhinoceros,5163,Assam,Endangered,101.29,3378.71,Habitat Loss,5.01,1817,40,19
1979,One-horned Rhinoceros,585,Tamil Nadu,Critically Endangered,94.2,28158.14,Human Conflict,14.5,127,40,3
1979,One-horned Rhinoceros,1150,Assam,Vulnerable,86.38,41192.27,Habitat Loss,6.79,400,40,38
1979,One-horned Rhinoceros,2538,Uttarakhand,Critically Endangered,118.72,2905.99,Poaching,3.66,736,40,19
1979,One-horned Rhinoceros,2411,Assam,Endangered,98.56,46360.03,Disease,8.29,587,40,31
1979,Red Panda,10264,Assam,Vulnerable,93.85,28302.79,Climate Change,14.01,2314,10,21
1979,Red Panda,9174,Kerala,Critically Endangered,108.75,18318.06,Poaching,14.37,3371,10,21
1979,Red Panda,7884,West Bengal,Endangered,103.5,48319.11,Habitat Loss,3.78,1757,10,24
1979,Red Panda,3978,Kerala,Vulnerable,116.47,21931.52,Poaching,7.29,1438,10,10
1979,Red Panda,9983,Tamil Nadu,Endangered,102.06,18059.22,Human Conflict,9.69,3106,10,25
1979,Red Panda,10798,Uttarakhand,Endangered,86.69,6516.24,Disease,12.72,3040,10,22
1979,Red Panda,5376,Gujarat,Vulnerable,110.89,27203.9,Climate Change,11.08,1139,10,1
1979,Snow Leopard,1578,Assam,Vulnerable,117.43,23344.95,Disease,14.01,420,18,21
1979,Snow Leopard,1008,Madhya Pradesh,Vulnerable,85.55,36737.17,Habitat Loss,14.7,345,18,39
1979,Snow Leopard,809,West Bengal,Endangered,99.63,15599.98,Climate Change,7.88,303,18,23
1979,Snow Leopard,1604,Kerala,Endangered,93.58,31648.21,Human Conflict,2.84,408,18,28
1979,Snow Leopard,2185,Kerala,Critically Endangered,87.17,20183.84,Climate Change,4.04,548,18,50
1979,Snow Leopard,516,Sikkim,Endangered,88.95,9670.99,Human Conflict,6.79,150,18,5
1979,Snow Leopard,2129,Maharashtra,Vulnerable,82.46,34062.38,Habitat Loss,7.51,449,18,12
1979,Snow Leopard,2070,Kerala,Endangered,113.01,8192.61,Human Conflict,11.78,790,18,11
1979,Snow Leopard,703,West Bengal,Vulnerable,108.34,33028.15,Human Conflict,14.46,250,18,34
1979,Snow Leopard,2045,Madhya Pradesh,Critically Endangered,103.96,9727.59,Human Conflict,6.96,473,18,33
1979,Snow Leopard,561,Uttarakhand,Vulnerable,100.63,38334.47,Poaching,10.04,149,18,25
1979,Snow Leopard,364,Karnataka,Endangered,99.82,35787.65,Climate Change,8.59,88,18,29
1979,Snow Leopard,1949,Gujarat,Critically Endangered,84.79,25473.14,Disease,5.99,760,18,16
1980,Asiatic Lion,2267,Maharashtra,Endangered,113.93,35063.09,Poaching,6.11,489,21,49
1980,Asiatic Lion,2140,Tamil Nadu,Endangered,104,45168.94,Habitat Loss,7.93,586,21,39
1980,Asiatic Lion,1413,Kerala,Endangered,119.85,11233.8,Poaching,10.84,373,21,30
1980,Asiatic Lion,241,Sikkim,Critically Endangered,100.77,15924.33,Poaching,4.97,73,21,7
1980,Asiatic Lion,2135,Sikkim,Critically Endangered,113.65,40266.98,Poaching,3.71,697,21,16
1980,Asiatic Lion,345,Kerala,Vulnerable,81.12,11144.48,Climate Change,14.6,72,21,40
1980,Asiatic Lion,1230,Karnataka,Vulnerable,80.27,4263.29,Disease,3.62,283,21,37
1980,Asiatic Lion,2023,Sikkim,Vulnerable,88.11,3265.76,Habitat Loss,2.99,597,21,39
1980,Asiatic Lion,323,Madhya Pradesh,Vulnerable,103.95,40279.35,Poaching,13.49,121,21,18
1980,Bengal Tiger,373,Gujarat,Critically Endangered,86.13,30706,Poaching,9.87,141,22,41
1980,Bengal Tiger,782,Uttarakhand,Vulnerable,90.56,47319.25,Human Conflict,3.41,245,22,26
1980,Bengal Tiger,1034,Gujarat,Endangered,96.82,16969.32,Habitat Loss,3.32,252,22,26
1980,Bengal Tiger,1285,Madhya Pradesh,Vulnerable,99.21,17608.43,Human Conflict,5.6,266,22,28
1980,Bengal Tiger,239,Madhya Pradesh,Critically Endangered,89.24,20390.96,Poaching,6.66,93,22,43
1980,Bengal Tiger,503,Uttarakhand,Vulnerable,107.48,38967.08,Poaching,10.81,196,22,0
1980,Bengal Tiger,638,Tamil Nadu,Endangered,105.03,24621.05,Poaching,6.3,239,22,2
1980,Blackbuck,4181,Gujarat,Endangered,102.42,25822.5,Habitat Loss,5.49,1557,14,36
1980,Blackbuck,6336,Maharashtra,Vulnerable,94.88,43387.94,Climate Change,4.16,2238,14,32
1980,Blackbuck,10538,Karnataka,Critically Endangered,87.17,30260.5,Disease,7.45,3032,14,41
1980,Blackbuck,2276,Karnataka,Endangered,104.4,49698.47,Climate Change,5.58,870,14,47
1980,Blackbuck,10383,Gujarat,Vulnerable,88.32,41105.69,Disease,7.23,3478,14,4
1980,Blackbuck,8140,Assam,Vulnerable,109.6,39047.43,Poaching,3.38,2445,14,10
1980,Blackbuck,3264,Karnataka,Critically Endangered,80.92,24579.95,Climate Change,9.39,869,14,5
1980,Blackbuck,8134,West Bengal,Critically Endangered,111.96,34073.96,Disease,12.79,1678,14,12
1980,Blackbuck,7551,Karnataka,Vulnerable,101.42,33500.91,Habitat Loss,11.83,2005,14,2
1980,Blackbuck,5247,Sikkim,Endangered,89.06,49045.27,Disease,3.43,1427,14,37
1980,Blackbuck,879,Uttarakhand,Endangered,102.99,35333.63,Disease,6.13,346,14,29
1980,Blackbuck,10674,Karnataka,Critically Endangered,92.39,15957.53,Disease,10.04,2546,14,32
1980,Indian Elephant,3323,Tamil Nadu,Critically Endangered,95.2,40481.23,Disease,5.4,937,65,29
1980,Indian Elephant,1010,Tamil Nadu,Vulnerable,105.56,31370.33,Habitat Loss,3.16,343,65,49
1980,Indian Elephant,1125,Tamil Nadu,Vulnerable,82.06,4927.97,Habitat Loss,10.58,353,65,39
1980,Indian Elephant,2001,Kerala,Vulnerable,101.62,40487.9,Climate Change,10.44,558,65,8
1980,Indian Elephant,3120,Sikkim,Vulnerable,82.87,25697.34,Habitat Loss,10.26,829,65,39
1980,Indian Elephant,5195,Karnataka,Critically Endangered,111.78,38944.84,Human Conflict,11.79,1751,65,28
1980,Indian Elephant,2454,Assam,Endangered,104.46,48575.87,Climate Change,9.83,964,65,10
1980,Indian Elephant,154,West Bengal,Endangered,86.59,3782.31,Climate Change,3.27,36,65,22
1980,Indian Gaur,9039,Karnataka,Critically Endangered,111.1,44553.47,Climate Change,10.35,2323,22,29
1980,Indian Gaur,10963,Karnataka,Endangered,84.53,47952.75,Climate Change,6.49,3612,22,1
1980,Indian Gaur,1237,Assam,Vulnerable,115.31,20181.22,Poaching,4.96,372,22,35
1980,Indian Gaur,7600,Uttarakhand,Critically Endangered,93.3,39430.59,Human Conflict,14.61,2024,22,23
1980,Indian Gaur,9746,Uttarakhand,Endangered,96.86,22560.88,Human Conflict,13.24,3591,22,19
1980,Indian Leopard,845,Uttarakhand,Vulnerable,103.48,14496.64,Disease,5.03,317,15,41
1980,Indian Leopard,3119,Kerala,Critically Endangered,89.95,28355.96,Climate Change,11.16,961,15,13
1980,Indian Leopard,5442,Karnataka,Critically Endangered,97.27,14502.42,Human Conflict,10.1,1465,15,31
1980,Indian Leopard,1263,Uttarakhand,Critically Endangered,86.92,38856.6,Human Conflict,3.05,416,15,9
1980,Indian Leopard,3133,Assam,Vulnerable,93.13,1232.17,Habitat Loss,10.12,774,15,25
1980,Indian Leopard,7298,Tamil Nadu,Vulnerable,82.64,14085.75,Habitat Loss,8.69,1648,15,33
1980,Indian Leopard,4496,Assam,Endangered,117.76,15259.34,Disease,11.98,1662,15,25
1980,Indian Leopard,6548,Gujarat,Critically Endangered,84.73,33825.01,Disease,5.04,2134,15,28
1980,Indian Leopard,9791,Gujarat,Critically Endangered,114.02,42187.24,Climate Change,7.87,2680,15,37
1980,Indian Rhinoceros,4913,Maharashtra,Vulnerable,115.29,3734.75,Human Conflict,3.07,1634,40,3
1980,Indian Rhinoceros,1763,Uttarakhand,Vulnerable,97.82,45624.42,Poaching,14.91,444,40,33
1980,Indian Rhinoceros,3675,Maharashtra,Vulnerable,103.82,17542.97,Habitat Loss,3.39,1297,40,25
1980,Indian Rhinoceros,5712,Assam,Endangered,84.27,43795.2,Habitat Loss,8.06,2005,40,26
1980,Indian Rhinoceros,1941,Maharashtra,Endangered,113.1,30976.67,Disease,7.83,653,40,24
1980,Indian Rhinoceros,507,Madhya Pradesh,Vulnerable,111.19,15540.68,Climate Change,11.27,129,40,14
1980,Indian Rhinoceros,1548,Kerala,Critically Endangered,105.69,46308.55,Poaching,3.28,349,40,50
1980,Indian Rhinoceros,3285,Uttarakhand,Vulnerable,85.99,45611.94,Habitat Loss,7.86,1308,40,26
1980,Indian Rhinoceros,4506,Sikkim,Endangered,90.96,25295.79,Disease,5.18,1376,40,14
1980,One-horned Rhinoceros,3167,Kerala,Critically Endangered,108.47,30565.31,Human Conflict,12.54,1257,40,21
1980,One-horned Rhinoceros,462,Madhya Pradesh,Critically Endangered,118.9,29753.72,Human Conflict,7.87,159,40,33
1980,One-horned Rhinoceros,475,Gujarat,Critically Endangered,107.2,10106.1,Disease,6.28,182,40,21
1980,One-horned Rhinoceros,3344,Kerala,Critically Endangered,81.7,33632.62,Habitat Loss,10.04,883,40,30
1980,One-horned Rhinoceros,4045,Kerala,Vulnerable,82.61,34459.5,Human Conflict,14.41,1190,40,39
1980,One-horned Rhinoceros,1893,Tamil Nadu,Endangered,102.01,27950.86,Disease,10.6,649,40,42
1980,One-horned Rhinoceros,1532,West Bengal,Critically Endangered,98.11,35139.02,Human Conflict,14.65,332,40,30
1980,One-horned Rhinoceros,3516,Maharashtra,Vulnerable,84.99,29220.77,Human Conflict,5.17,1220,40,45
1980,One-horned Rhinoceros,2292,Uttarakhand,Endangered,117.09,14289.13,Climate Change,4.93,694,40,21
1980,One-horned Rhinoceros,1039,Madhya Pradesh,Vulnerable,84.74,21872.19,Habitat Loss,8.81,409,40,44
1980,One-horned Rhinoceros,5651,Madhya Pradesh,Critically Endangered,101.57,29691.14,Disease,4.4,2170,40,36
1980,One-horned Rhinoceros,652,Kerala,Endangered,110.91,2458.88,Habitat Loss,12.82,232,40,43
1980,One-horned Rhinoceros,3693,Assam,Endangered,118.98,21971.15,Human Conflict,10.9,924,40,4
1980,One-horned Rhinoceros,4659,Gujarat,Vulnerable,97.24,45115.45,Habitat Loss,9.19,1327,40,38
1980,Red Panda,3272,Sikkim,Endangered,108.5,6978.34,Human Conflict,2.6,1007,10,2
1980,Red Panda,8471,Assam,Vulnerable,119.47,47876.13,Climate Change,8.14,2848,10,32
1980,Red Panda,7046,Kerala,Endangered,99.2,11512.01,Climate Change,9.37,2754,10,28
1980,Red Panda,11371,Madhya Pradesh,Vulnerable,93.67,35995.68,Human Conflict,11.06,4009,10,18
1980,Red Panda,9218,Tamil Nadu,Endangered,115.46,19795.44,Habitat Loss,9.48,2056,10,46
1980,Red Panda,7355,Uttarakhand,Critically Endangered,104.13,49247.49,Poaching,3.13,2886,10,17
1980,Red Panda,7834,Sikkim,Vulnerable,106.9,5140.59,Habitat Loss,6.14,2837,10,9
1980,Red Panda,2719,Karnataka,Vulnerable,96.84,31040.52,Climate Change,3.94,918,10,10
1980,Red Panda,9928,Madhya Pradesh,Critically Endangered,103.19,13791.79,Climate Change,13.65,3425,10,35
1980,Snow Leopard,817,Karnataka,Endangered,115.36,10678.67,Human Conflict,10.6,238,18,46
1980,Snow Leopard,2166,Madhya Pradesh,Vulnerable,92.91,38109.05,Human Conflict,11.41,453,18,1
1980,Snow Leopard,40,Kerala,Critically Endangered,86.73,11939.09,Poaching,11.49,8,18,33
1980,Snow Leopard,506,West Bengal,Critically Endangered,105.48,11121.1,Poaching,13.12,196,18,21
1980,Snow Leopard,700,Karnataka,Endangered,99.38,33598.12,Human Conflict,13.78,250,18,23
1980,Snow Leopard,1186,Gujarat,Critically Endangered,105.03,8103.78,Human Conflict,13.56,247,18,0
1980,Snow Leopard,826,Gujarat,Vulnerable,119.84,20895.16,Human Conflict,4.56,284,18,21
1980,Snow Leopard,810,West Bengal,Vulnerable,105.44,12865.58,Poaching,14.45,247,18,33
1980,Snow Leopard,879,Tamil Nadu,Critically Endangered,99.2,45580.7,Climate Change,14.33,284,18,10
1980,Snow Leopard,1452,Uttarakhand,Critically Endangered,91.64,42133.97,Disease,5.2,436,18,34
1981,Asiatic Lion,868,Assam,Vulnerable,106.47,7097.85,Disease,11.49,304,21,40
1981,Asiatic Lion,2135,Karnataka,Critically Endangered,96.73,34233.05,Poaching,6.38,450,21,48
1981,Asiatic Lion,690,Madhya Pradesh,Critically Endangered,95.63,14305.83,Climate Change,11.4,146,21,25
1981,Asiatic Lion,1028,Maharashtra,Critically Endangered,113.78,47835.9,Poaching,9.1,393,21,20
1981,Asiatic Lion,716,Karnataka,Endangered,117.95,47129.78,Climate Change,8.39,192,21,9
1981,Asiatic Lion,2179,Gujarat,Critically Endangered,98.94,17177.65,Habitat Loss,14.61,861,21,22
1981,Asiatic Lion,1593,Madhya Pradesh,Critically Endangered,116.67,37864.71,Climate Change,5.53,601,21,21
1981,Asiatic Lion,701,Assam,Endangered,110.7,33220.09,Climate Change,10.49,259,21,24
1981,Asiatic Lion,743,Tamil Nadu,Endangered,101.11,37637.67,Climate Change,3.2,277,21,4
1981,Bengal Tiger,1588,Gujarat,Vulnerable,80.79,10954.8,Poaching,6.44,496,22,0
1981,Bengal Tiger,704,Sikkim,Endangered,88.27,34900.7,Habitat Loss,10.9,204,22,15
1981,Bengal Tiger,1810,West Bengal,Vulnerable,108.09,44768.27,Human Conflict,2.27,556,22,32
1981,Bengal Tiger,2011,Uttarakhand,Endangered,118.72,11102.49,Disease,12.53,440,22,36
1981,Bengal Tiger,2179,West Bengal,Critically Endangered,80.21,28949.02,Poaching,8.68,842,22,2
1981,Bengal Tiger,264,Gujarat,Critically Endangered,118.7,17935.23,Disease,9.78,98,22,44
1981,Bengal Tiger,258,Tamil Nadu,Vulnerable,92.63,6139.59,Disease,13.07,90,22,11
1981,Bengal Tiger,1437,Uttarakhand,Vulnerable,86.12,4501.09,Disease,13.29,368,22,6
1981,Bengal Tiger,66,Maharashtra,Endangered,115.37,45046.9,Poaching,10.21,24,22,6
1981,Blackbuck,6404,Assam,Endangered,94.8,20924.05,Habitat Loss,2.04,1646,14,7
1981,Blackbuck,3773,Assam,Critically Endangered,116.5,24068.91,Human Conflict,9.78,1163,14,11
1981,Blackbuck,10567,West Bengal,Critically Endangered,115.5,23820.61,Poaching,12.6,3836,14,27
1981,Blackbuck,5505,Maharashtra,Vulnerable,109.12,13199.16,Disease,7.91,1273,14,47
1981,Blackbuck,1482,Assam,Endangered,87.27,43505.88,Poaching,6.92,476,14,3
1981,Blackbuck,4450,Tamil Nadu,Endangered,110.78,36272.01,Poaching,4.86,1503,14,4
1981,Blackbuck,2153,Tamil Nadu,Vulnerable,108.25,9426.06,Poaching,13.66,780,14,11
1981,Blackbuck,9781,Assam,Vulnerable,92.31,30463.25,Poaching,9.76,2783,14,38
1981,Blackbuck,7977,Assam,Critically Endangered,108.94,2553.31,Human Conflict,10.98,2562,14,43
1981,Blackbuck,4481,Assam,Critically Endangered,105.01,20370.01,Habitat Loss,6.23,1618,14,9
1981,Blackbuck,3789,Maharashtra,Vulnerable,100.01,10606.26,Habitat Loss,6.36,953,14,26
1981,Indian Elephant,6029,Madhya Pradesh,Endangered,104.78,22254.3,Climate Change,7.26,1246,65,17
1981,Indian Elephant,1319,Assam,Critically Endangered,112.82,44047.97,Climate Change,7.55,373,65,28
1981,Indian Elephant,4282,Gujarat,Critically Endangered,112.96,28212.86,Poaching,3.15,1296,65,49
1981,Indian Elephant,4659,Sikkim,Endangered,102.96,39841.05,Poaching,14.12,1818,65,44
1981,Indian Elephant,1990,Kerala,Critically Endangered,104.96,49051.1,Poaching,4.17,622,65,15
1981,Indian Elephant,286,Kerala,Critically Endangered,89.18,18507.46,Habitat Loss,6.74,80,65,21
1981,Indian Elephant,1121,Karnataka,Endangered,97.12,29568.88,Poaching,6.41,356,65,35
1981,Indian Elephant,5118,Maharashtra,Endangered,102.05,42618.52,Poaching,13.79,1274,65,11
1981,Indian Gaur,9820,Maharashtra,Endangered,105.01,35019.61,Climate Change,14.24,2581,22,12
1981,Indian Gaur,2249,West Bengal,Critically Endangered,112.65,6777.49,Disease,6.89,637,22,34
1981,Indian Gaur,10788,Tamil Nadu,Critically Endangered,110.11,3418.36,Disease,6.73,4044,22,19
1981,Indian Gaur,3485,Maharashtra,Critically Endangered,119.84,29649.01,Habitat Loss,9.6,1055,22,38
1981,Indian Gaur,3158,Kerala,Vulnerable,112.99,11642.72,Climate Change,7.25,1120,22,40
1981,Indian Gaur,1623,Assam,Endangered,80.94,26888.88,Poaching,5.16,589,22,8
1981,Indian Gaur,7445,Gujarat,Vulnerable,92.94,15369.83,Human Conflict,3.02,1604,22,10
1981,Indian Gaur,5317,Tamil Nadu,Endangered,101.6,5977.9,Disease,7.46,1875,22,26
1981,Indian Gaur,8641,West Bengal,Critically Endangered,106.01,30606.42,Climate Change,5.1,2255,22,47
1981,Indian Gaur,10137,Uttarakhand,Critically Endangered,95,45202.89,Poaching,13.17,2561,22,30
1981,Indian Gaur,10349,Maharashtra,Endangered,110.8,25561.41,Human Conflict,6.34,2743,22,5
1981,Indian Leopard,620,Maharashtra,Critically Endangered,117.11,9641.73,Habitat Loss,3.34,180,15,21
1981,Indian Leopard,750,Karnataka,Vulnerable,110.31,15095.13,Human Conflict,14.27,151,15,7
1981,Indian Leopard,2898,West Bengal,Critically Endangered,105.76,44181.83,Disease,2.15,653,15,47
1981,Indian Leopard,2601,Maharashtra,Endangered,87.25,47094.49,Poaching,6.25,648,15,36
1981,Indian Leopard,1202,Karnataka,Endangered,85.67,48866.25,Human Conflict,14.25,255,15,18
1981,Indian Leopard,11056,Madhya Pradesh,Vulnerable,103.59,39943.64,Poaching,14.24,2432,15,0
1981,Indian Leopard,8332,Assam,Critically Endangered,118.95,5232.6,Human Conflict,2.32,2905,15,49
1981,Indian Leopard,10701,Gujarat,Critically Endangered,105.99,18585.82,Disease,5.9,3824,15,17
1981,Indian Leopard,6107,Assam,Vulnerable,117.8,1174.28,Poaching,4.09,2108,15,41
1981,Indian Leopard,7711,Sikkim,Critically Endangered,99.23,13954.18,Human Conflict,2.84,2083,15,2
1981,Indian Leopard,3738,Sikkim,Vulnerable,108.72,20595.25,Habitat Loss,12.82,820,15,8
1981,Indian Leopard,9990,Assam,Critically Endangered,117.03,19509.23,Climate Change,3.98,3171,15,42
1981,Indian Rhinoceros,3797,Madhya Pradesh,Vulnerable,89.6,46697.36,Human Conflict,13.45,1491,40,46
1981,Indian Rhinoceros,3764,Karnataka,Vulnerable,85.78,12779.41,Disease,10.9,1133,40,50
1981,Indian Rhinoceros,3951,Kerala,Vulnerable,96.91,42482.28,Disease,11.23,925,40,44
1981,Indian Rhinoceros,5083,Uttarakhand,Vulnerable,112.37,6189.02,Habitat Loss,4.54,1994,40,43
1981,Indian Rhinoceros,3420,Kerala,Endangered,90.38,13937.09,Climate Change,7.47,1275,40,22
1981,Indian Rhinoceros,2367,Uttarakhand,Critically Endangered,91.66,4354.82,Human Conflict,4.24,661,40,15
1981,Indian Rhinoceros,3205,West Bengal,Vulnerable,87.38,42863.86,Habitat Loss,4.97,663,40,27
1981,Indian Rhinoceros,1522,Karnataka,Endangered,112.4,7873.49,Poaching,4.01,572,40,37
1981,Indian Rhinoceros,1383,Uttarakhand,Critically Endangered,114.77,5159.92,Habitat Loss,10.1,499,40,42
1981,Indian Rhinoceros,6018,Karnataka,Vulnerable,82.93,44386.22,Poaching,14.97,1517,40,18
1981,Indian Rhinoceros,1192,Kerala,Critically Endangered,97.25,20842.85,Climate Change,3.38,426,40,9
1981,Indian Rhinoceros,5693,Assam,Vulnerable,87.82,27712.7,Disease,7.93,1177,40,36
1981,One-horned Rhinoceros,5654,Sikkim,Critically Endangered,89.03,40263.8,Climate Change,4.52,1692,40,22
1981,One-horned Rhinoceros,2345,West Bengal,Vulnerable,96.48,9569.15,Poaching,11.42,844,40,20
1981,One-horned Rhinoceros,1105,West Bengal,Vulnerable,109.43,13143.26,Disease,13.72,423,40,13
1981,One-horned Rhinoceros,2258,Uttarakhand,Endangered,80.15,4182.73,Disease,9.95,802,40,50
1981,One-horned Rhinoceros,1363,West Bengal,Endangered,98.51,20147.13,Disease,14.66,293,40,50
1981,One-horned Rhinoceros,1945,Tamil Nadu,Critically Endangered,118.06,24067.99,Climate Change,6.02,472,40,21
1981,One-horned Rhinoceros,5178,Madhya Pradesh,Vulnerable,106.86,13261.75,Habitat Loss,10.87,1088,40,48
1981,One-horned Rhinoceros,6018,Tamil Nadu,Endangered,119.51,23576.9,Disease,12.83,2167,40,26
1981,One-horned Rhinoceros,978,Assam,Vulnerable,86.73,41758.13,Habitat Loss,13.36,217,40,13
1981,One-horned Rhinoceros,1902,Karnataka,Endangered,113.52,40936.68,Climate Change,12.37,387,40,48
1981,One-horned Rhinoceros,5338,Karnataka,Vulnerable,85.47,45990.95,Human Conflict,12.29,1498,40,43
1981,One-horned Rhinoceros,358,Assam,Critically Endangered,81.08,41066.75,Human Conflict,11.25,133,40,11
1981,Red Panda,1077,Assam,Vulnerable,98.91,2581.47,Habitat Loss,3.18,365,10,42
1981,Red Panda,10294,Sikkim,Endangered,89.66,42513.77,Human Conflict,4.29,2917,10,6
1981,Red Panda,6912,Gujarat,Endangered,102.46,14457.66,Human Conflict,12.16,2198,10,29
1981,Red Panda,7430,Karnataka,Vulnerable,105.33,17821.56,Habitat Loss,10.11,2483,10,36
1981,Red Panda,5457,Tamil Nadu,Vulnerable,89.34,47249.97,Poaching,8.05,1250,10,28
1981,Red Panda,4535,Kerala,Endangered,85.67,45312.73,Disease,6.22,1037,10,31
1981,Red Panda,10889,Maharashtra,Vulnerable,80.02,17870.17,Poaching,11.42,2284,10,15
1981,Red Panda,7644,Assam,Critically Endangered,116.27,42228.1,Climate Change,2.82,2234,10,31
1981,Snow Leopard,2121,Karnataka,Vulnerable,115.99,36893.42,Disease,2.51,442,18,46
1981,Snow Leopard,818,Sikkim,Critically Endangered,102.17,17357.25,Human Conflict,2.37,177,18,9
1981,Snow Leopard,266,Maharashtra,Vulnerable,81.68,20334.05,Human Conflict,8.49,53,18,43
1981,Snow Leopard,1842,Karnataka,Vulnerable,84.37,42704.55,Poaching,6.23,541,18,20
1981,Snow Leopard,1390,Tamil Nadu,Critically Endangered,90.27,47810.55,Disease,10.9,476,18,28
1981,Snow Leopard,395,Kerala,Critically Endangered,106.66,8109.18,Poaching,12.3,84,18,12
1982,Asiatic Lion,1093,Gujarat,Endangered,107.51,27518.6,Habitat Loss,3.31,267,21,17
1982,Asiatic Lion,1419,West Bengal,Vulnerable,91.76,27705.2,Habitat Loss,3.75,449,21,40
1982,Asiatic Lion,898,Assam,Critically Endangered,89.98,40365.37,Climate Change,12.54,281,21,24
1982,Asiatic Lion,165,Kerala,Vulnerable,102.88,45225.22,Disease,12.59,44,21,49
1982,Asiatic Lion,410,Sikkim,Vulnerable,92.89,17415.41,Disease,4.88,160,21,50
1982,Asiatic Lion,131,West Bengal,Vulnerable,88.4,38424.77,Human Conflict,12.96,48,21,39
1982,Asiatic Lion,646,Karnataka,Vulnerable,114.16,45580.09,Climate Change,7.25,183,21,12
1982,Asiatic Lion,2194,Uttarakhand,Vulnerable,83.85,43098.16,Habitat Loss,13.44,467,21,15
1982,Asiatic Lion,920,Madhya Pradesh,Vulnerable,83.19,31480.76,Poaching,13.05,226,21,30
1982,Asiatic Lion,1122,Karnataka,Critically Endangered,107.2,37765.81,Climate Change,5.47,311,21,6
1982,Asiatic Lion,2013,Kerala,Vulnerable,110.28,22100.9,Human Conflict,11.48,627,21,11
1982,Bengal Tiger,499,West Bengal,Endangered,98.33,25241.41,Poaching,12.29,103,22,5
1982,Bengal Tiger,928,Karnataka,Vulnerable,102.99,7028.48,Habitat Loss,2.77,218,22,48
1982,Bengal Tiger,2023,West Bengal,Endangered,119.77,9901.79,Habitat Loss,14.47,521,22,23
1982,Bengal Tiger,1760,Karnataka,Critically Endangered,110.44,34705.26,Human Conflict,8.97,420,22,21
1982,Bengal Tiger,2025,Madhya Pradesh,Endangered,95.61,6316.6,Climate Change,3.32,474,22,34
1982,Bengal Tiger,1719,Sikkim,Endangered,119.09,28542.97,Disease,6.99,457,22,23
1982,Bengal Tiger,818,Assam,Critically Endangered,93.1,36908.88,Human Conflict,9.51,309,22,21
1982,Bengal Tiger,580,Uttarakhand,Vulnerable,85.62,10697.86,Climate Change,14.82,146,22,19
1982,Bengal Tiger,927,Tamil Nadu,Critically Endangered,108.92,48908.42,Disease,12.68,202,22,3
1982,Bengal Tiger,737,Tamil Nadu,Endangered,118.32,1383.16,Climate Change,11.6,150,22,18
1982,Bengal Tiger,486,Kerala,Endangered,92.36,47954.27,Poaching,7.69,140,22,26
1982,Bengal Tiger,2118,West Bengal,Endangered,115.07,46981.54,Climate Change,10.62,442,22,36
1982,Bengal Tiger,420,Kerala,Critically Endangered,107.16,47663.01,Human Conflict,10.86,128,22,37
1982,Blackbuck,7871,West Bengal,Critically Endangered,94.69,34857.75,Habitat Loss,9.69,2338,14,0
1982,Blackbuck,4163,Kerala,Critically Endangered,107.9,20219.08,Climate Change,6.83,1321,14,34
1982,Blackbuck,1544,Gujarat,Endangered,88.55,42966.9,Habitat Loss,12.9,357,14,34
1982,Blackbuck,10956,Tamil Nadu,Endangered,106.93,21411.9,Human Conflict,8.25,3647,14,11
1982,Blackbuck,2998,West Bengal,Critically Endangered,107.4,6956.05,Poaching,14.84,826,14,39
1982,Blackbuck,4742,Madhya Pradesh,Endangered,117.15,4417.76,Climate Change,7.24,1083,14,13
1982,Blackbuck,3954,Maharashtra,Endangered,109.71,34588.19,Climate Change,4.69,1166,14,12
1982,Blackbuck,8783,Kerala,Critically Endangered,96.06,32133.93,Habitat Loss,3.73,2460,14,14
1982,Blackbuck,3229,Assam,Vulnerable,119.08,46329.77,Climate Change,8.31,1048,14,5
1982,Indian Elephant,765,Madhya Pradesh,Critically Endangered,80.49,28728.72,Human Conflict,5.02,178,65,7
1982,Indian Elephant,5313,Sikkim,Critically Endangered,98.64,41986.29,Disease,14.67,1226,65,9
1982,Indian Elephant,1609,Sikkim,Endangered,81.7,4964.89,Habitat Loss,4.89,511,65,44
1982,Indian Elephant,607,Madhya Pradesh,Vulnerable,104.46,28450.68,Disease,14.08,130,65,39
1982,Indian Elephant,1899,West Bengal,Critically Endangered,108.77,3480.38,Human Conflict,3.33,626,65,27
1982,Indian Elephant,346,Uttarakhand,Critically Endangered,89.95,36643.25,Climate Change,7.87,101,65,24
1982,Indian Elephant,5318,Kerala,Vulnerable,109.13,47405.73,Disease,12.85,1674,65,49
